language;question;answer
ind_Latn;Pertanyaan: Ada sembilan komputer di ruang server. Lima komputer lagi dipasang setiap hari, dari Senin sampai Kamis. Berapa banyak komputer yang ada di ruang server? ;Jawaban Langkah-demi-Langkah: Ada 4 hari dari hari Senin sampai Kamis. 5 komputer ditambahkan setiap hari. Itu berarti total 4 * 5 = 20 komputer ditambahkan. Ada 9 komputer pada awalnya, jadi sekarang ada 9 + 20 = 29 komputer. Jawabannya adalah 29. 
ind_Latn;Pertanyaan: Leah memiliki 32 coklat dan adiknya memiliki 42. Jika mereka makan 35, berapa banyak potongan yang tersisa? ;Jawaban Langkah-demi-Langkah: Leah memiliki 32 coklat dan kakak Leah memiliki 42. Itu berarti awalnya ada 32 + 42 = 74 cokelat. 35 telah dimakan. Jadi total mereka masih memiliki 74 - 35 = 39 cokelat. Jawabannya adalah 39. 
ind_Latn;Pertanyaan: Shawn memiliki lima mainan. Untuk Natal, dia mendapat dua mainan masing-masing dari ibu dan ayahnya. Berapa banyak mainan yang dia miliki sekarang? ;Jawaban Langkah demi Langkah: Dia memiliki 5 mainan. Dia mendapat 2 dari ibu, jadi setelah itu dia memiliki 5 + 2 = 7 mainan. Lalu dia mendapat 2 lagi dari ayah, jadi totalnya dia punya 7 + 2 = 9 mainan. Jawabannya adalah 9. 
ind_Latn;Pertanyaan: Michael memiliki 58 bola golf. Pada hari Selasa, dia kehilangan 23 bola golf. Pada hari Rabu, dia kehilangan 2 lagi. Berapa banyak bola golf yang dia miliki pada akhir hari Rabu? ;Jawaban Langkah-demi-Langkah: Michael memulai dengan 58 bola golf dan kehilangan 23, jadi dia memiliki 58 - 23 = 35. Setelah kehilangan 2 lagi, dia memiliki 35 - 2 = 33 bola sekarang. Jawabannya adalah 33. 
ind_Latn;Pertanyaan: Olivia memiliki $ 23. Dia membeli lima bagel seharga $3 masing-masing. Berapa banyak uang yang dia punya? ;Jawaban Langkah demi Langkah: 5 bagel seharga $3 masing-masing harus berharga 5 * 3 = 15 dolar. Olivia memiliki $23 pada awalnya, jadi sekarang dia memiliki 23 - 15 = 8 dolar tersisa. Jawabannya adalah 8. 
ind_Latn;Pertanyaan: Jason memiliki 20 permen. Dia memberi Denny beberapa permen karet. Sekarang Jason memiliki 12 permen karet. Berapa banyak permen permen yang diberikan Jason pada Denny? ;Jawaban Langkah demi Langkah: Jason mulai dengan 20 permen permen, tetapi sekarang dia hanya memiliki 12, jadi dia memberi Denny 20 - 12 = 8 permen permen. Jawabannya adalah 8. 
ind_Latn;Pertanyaan: Jika ada 3 mobil di tempat parkir dan 2 mobil lagi tiba, berapa banyak mobil di tempat parkir? ;Jawaban Langkah-demi-Langkah: Ada 3 mobil di awal, 2 lagi tiba, jadi sekarang seharusnya ada 3 + 2 = 5 mobil. Jawabannya adalah 5. 
ita_Latn;Domanda: Roger ha 5 palle da tennis. Compra altre due lattine di palle da tennis. Ogni lattina ha 3 palline da tennis. Quante palle da tennis ha ora? ;Risposta passo passo: Roger ha iniziato con 5 palle. 2 lattine di 3 palline da tennis ognuna fa 6 palline da tennis. 5 + 6 = 11. La risposta è 11. 
ita_Latn;Domanda: C'erano nove computer nella sala server. Ogni giorno, dal lunedì al giovedì, venivano installati altri cinque computer. Quanti computer ci sono ora nella sala server? ;Risposta passo passo: Ci sono 4 giorni dal lunedì al giovedì. Ogni giorno si aggiungevano 5 computer. Ciò significa che in totale sono stati aggiunti 4 * 5 = 20 computer. All'inizio c'erano 9 computer, quindi ora ci sono 9 + 20 = 29 computer. La risposta è 29. 
ita_Latn;Domanda: Leah aveva 32 cioccolatini e sua sorella ne aveva 42. Se ne hanno mangiati 35, quanti pezzi ne rimangono in totale? ;Risposta passo passo: Leah aveva 32 cioccolatini e la sorella di Leah ne aveva 42. Questo significa che originariamente c'erano 32 + 42 = 74 cioccolatini. 35 sono stati mangiati. Quindi in totale hanno ancora 74 - 35 = 39 cioccolatini. La risposta è 39. 
ita_Latn;Domanda: Shawn ha cinque giocattoli. Per Natale, ha ricevuto due giocattoli da mamma e papà. Quanti giocattoli ha adesso? ;Risposta passo passo: Ha 5 giocattoli. Ne ha ricevuti 2 da mamma, quindi dopo di che ha 5 + 2 = 7 giocattoli. Poi ne ha prese altri due da papà, quindi in totale ha 7 + 2 = 9 giocattoli. La risposta è 9. 
ita_Latn;Domanda: Michael aveva 58 palline da golf. Martedì ha perso 23 palline da golf. Mercoledì ne ha persi altri due. Quante palline da golf aveva alla fine di mercoledì? ;Risposta passo passo: Michael ha iniziato con 58 palline da golf e ne ha perse 23, quindi ne ha 58 - 23 = 35. Dopo averne persi altri due, ha 35 - 2 = 33 palle. La risposta è 33. 
ita_Latn;Domanda: Olivia ha 23 dollari. Ha comprato cinque bagel per 3 dollari l'uno. Quanti soldi le sono rimasti? ;Risposta passo passo: 5 bagel a 3 dollari ciascuno dovrebbero costare 5 * 3 = 15 dollari. Olivia aveva 23 dollari all'inizio, quindi ora le rimangono 23 - 15 = 8 dollari. La risposta è 8. 
ita_Latn;Domanda: Jason ha mangiato 20 lecca-lecca. Ha dato a Denny dei lecca-lecca. Ora Jason ha 12 lecca-lecca. Quanti lecca-lecca ha dato Jason a Denny? ;Risposta passo passo: Jason ha iniziato con 20 lecca-lecca, ma ora ne ha solo 12, quindi ha dato a Denny 20 - 12 = 8 lecca-lecca. La risposta è 8. 
ita_Latn;Domanda: Se ci sono 3 auto nel parcheggio e arrivano altre 2 auto, quante auto ci sono nel parcheggio? ;Risposta passo passo: Ci sono 3 auto all'inizio, ne arrivano altre 2, quindi ora dovrebbero esserci 3 + 2 = 5 auto. La risposta è 5. 
kor_Hang;질문: 로저에게 테니스 공이 5개 있습니다. 그는 테니스 공을 두 통 더 사서 각 캔에는 테니스 공 3개가 있습니다. 지금 테니스 공이 몇 개나 있나요? ;단계별 답변: 로저는 5개의 공으로 시작했어요. 테니스 공 3개씩 두 통이면 6개의 테니스 공이 됩니다. 5 + 6 = 11 답은 11 입니다. 
kor_Hang;질문: 서버 룸에는 9개의 컴퓨터가 있었습니다. 월요일부터 목요일까지 매일 5대의 컴퓨터가 더 설치되었습니다. 서버 룸에는 지금 몇 대의 컴퓨터가 있나요? ;단계별 답변 월요일부터 목요일까지 4일이 있습니다. 매일 5대의 컴퓨터가 추가되었습니다. 즉, 총 4 * 5 = 20개의 컴퓨터가 추가되었습니다. 처음에는 9개의 컴퓨터가 있었는데, 이제 9 + 20 = 29개의 컴퓨터가 있습니다. 답은 29입니다. 
kor_Hang;질문: 레아는 32개의 초콜릿을 가지고 있었고 그녀의 여동생은 42개의 초콜릿을 가지고 있었습니다. 만약 그들이 35개를 먹었다면, 총 몇 조각이 남았을까요? ;단계별 답변: 레아는 32개의 초콜릿을 가지고 있었고 레아의 동생은 42개의 초콜릿을 가지고 있었습니다. 즉 원래 32 + 42 = 74개의 초콜릿이 있었습니다. 35개는 먹어 버렸어요 그래서 총 74 - 35 = 39개의 초콜릿이 남아 있습니다. 답은 39입니다. 
kor_Hang;질문: 은 다섯 개의 장난감을 가지고 있습니다. 크리스마스 때, 그는 엄마와 아빠로부터 각각 두 개의 장난감을 받았습니다. 지금 몇 개의 장난감이 있나요? ;단계적 해답: 그 아이 에게는 5 개 의 장난감 이 있습니다. 그는 엄마로부터 2개를 받았고, 그 후에 5 + 2 = 7개의 장난감을 가지고 있습니다. 그리고 아빠한테서 2개를 더 받았어요. 총 7개 더하면 2개, 9개에요. 답은 9 입니다. 
kor_Hang;질문: 마이클은 58개의 골프공을 가지고 있었습니다. 화요일, 그는 23개의 골프공을 잃었습니다. 수요일엔 두 명 더 잃었어요 수요일 말에는 몇 개의 골프공이 있었나요? ;단계적 답: 마이클은 58개의 골프공을 가지고 시작했고 23개를 잃었습니다. 그래서 그는 58 - 23 = 35을 가지고 있습니다. 2개의 공을 더 잃게 된 후, 그는 이제 35 - 2 = 33개의 공을 가지고 있습니다. 답은 33입니다. 
kor_Hang;질문: 올리비아는 23달러를 가지고 있습니다. 그녀는 각각 3달러에 베이글 5개를 샀다. 얼마나 많은 돈이 남아있나요? ;단계적 해답: 3달러 에 5개 의 베이글 은 5*3 = 15달러 로 해야 한다. 올리비아는 처음에 23달러를 가지고 있었는데, 이제 23-15=8달러가 남았습니다. 답은 8 입니다. 
kor_Hang;질문: 제이슨은 20개의 립을 먹었습니다. 데니에게 가락을 줬어 이제 제이슨은 12개의 가락을 가지고 있습니다. 제이슨이 데니에게 얼마나 많은 가락을 줬어? ;단계적 대답: 제이슨은 20개의 가락으로 시작했지만, 지금은 12개밖에 없으므로 데니에게 20 - 12 = 8개의 가락을 주었습니다. 답은 8 입니다. 
kor_Hang;질문: 주차장에 3대 차가 있고 2대 차가 더 도착하면 주차장에 몇 대의 차가 있어요? ;단계별 답변: 처음에는 3대차가 있고, 2대차가 더 도착해서 이제 3+2=5대차가 되어야 합니다. 답은 5 입니다. 
nld_Latn;Vraag: Roger heeft 5 tennisballen. Hij koopt nog twee blikjes tennisballen. Elk blikje heeft drie tennisballen. Hoeveel tennisballen heeft hij nu? ;Stap voor stap antwoord: Roger begon met 5 ballen. Twee blikjes van drie tennisballen elk is zes tennisballen. Vijf plus zes is elf. Het antwoord is 11. 
nld_Latn;Vraag: Er waren negen computers in de serverruimte. Elke dag werden er vijf extra computers geïnstalleerd, van maandag tot donderdag. Hoeveel computers zijn er nu in de serverruimte? ;Stap voor stap antwoord: Er zijn 4 dagen van maandag tot donderdag. Elke dag werden er 5 computers toegevoegd. Dat betekent dat in totaal 4 * 5 = 20 computers werden toegevoegd. Er waren in het begin 9 computers, dus nu zijn er 9 + 20 = 29 computers. Het antwoord is 29. 
nld_Latn;Vraag: Leah had 32 chocolade en haar zus 42. Als ze er 35 hebben gegeten, hoeveel stukken hebben ze dan nog over? ;Stap voor stap antwoord: Leah had 32 chocolade en Leah's zus had 42. Dat betekent dat er oorspronkelijk 32 + 42 = 74 chocoladebonbons waren. 35 zijn opgegeten. Dus in totaal hebben ze nog steeds 74 - 35 = 39 chocolade. Het antwoord is 39. 
nld_Latn;Vraag: Shawn heeft vijf speelgoed. Voor Kerstmis kreeg hij twee speelgoed van zijn ouders. Hoeveel speelgoed heeft hij nu? ;Stap voor stap antwoord: Hij heeft 5 speelgoed. Hij kreeg 2 van mama, dus daarna heeft hij 5 + 2 = 7 speelgoed. Toen kreeg hij er nog 2 van papa, dus in totaal heeft hij 7 + 2 = 9 speelgoed. Het antwoord is 9. 
nld_Latn;Vraag: Michael had 58 golfballen. Dinsdag verloor hij 23 golfballen. Woensdag verloor hij er nog twee. Hoeveel golfballen had hij aan het eind van woensdag? ;Stap voor stap antwoord: Michael begon met 58 golfballen en verloor er 23, dus hij heeft 58 - 23 = 35. Na nog 2 te hebben verloren, heeft hij nu 35 - 2 = 33 ballen. Het antwoord is 33. 
nld_Latn;Vraag: Olivia heeft 23 dollar. Ze kocht vijf bagels voor drie dollar per stuk. Hoeveel geld heeft ze nog over? ;Stap voor stap antwoord: 5 bagels voor $3 per stuk zouden 5 * 3 = 15 dollar moeten kosten. Olivia had 23 dollar in het begin, dus nu heeft ze 23 - 15 = 8 dollar over. Het antwoord is 8. 
nld_Latn;Vraag: Jason had 20 lolly's. Hij gaf Denny een lolly. Nu heeft Jason 12 lolly's. Hoeveel lolly's heeft Jason Denny gegeven? ;Stap voor stap antwoord: Jason begon met 20 lolly's, maar nu heeft hij er maar 12, dus gaf hij Denny 20 - 12 = 8 lolly's. Het antwoord is 8. 
nld_Latn;Vraag: Als er 3 auto's op de parkeerplaats staan en er komen er nog 2 aan, hoeveel auto's zijn er dan op de parkeerplaats? ;Stap voor stap antwoord: Er zijn 3 auto's in het begin, 2 komen er nog meer aan, dus nu zouden er 3 + 2 = 5 auto's moeten zijn. Het antwoord is 5. 
nno_Latn;Spørsmål: Roger har fem tennisballar. Han kjøpte to fleire tennisspill. Kvar kan ha 3 tennisball. Kor mange tennisball har han no? ;Trinnvis svar: Han byrja med fem ballar. 2 boksar med 3 tennisball er det same som 6 tennisball. Fem pluss seks er elleve. Svaret er 11. 
nno_Latn;Spørsmål: Det var ni datamaskinar på serveren. Fem fleire datamaskinar blei installerte kvar dag, frå måndag til torsdag. Kor mange datamaskinar er det no i serverromet? ;Trinnvis svar: Det er 4 dagar frå måndag til torsdag. Fem datamaskinar vart tilført kvar dag. Det tyder at totalt 4 * 5 = 20 datamaskinar vart lagt til. Det var 9 datamaskinar i byrjinga, så no er det 9 + 20 = 29 datamaskinar. Svaret er 29. 
nno_Latn;Spørsmål: Leah hadde 32 sjokolade og syster hennar hadde 42. Om dei åt 35, kor mange stykke hadde dei då att? ;Trinnvis svar: Leah hadde 32 sjokolade og syster hennar hadde 42. Det tyder at 32 + 42 er det same som 74. 35 har vorte ete. Dei hadde 74, minus 35, det er 39 chokladekar. Svaret er 39. 
nno_Latn;Spørsmål: Shawn har fem leker. For jula fekk han to leikar kvar frå mamma og pappa. Kor mange leikar har han no? ;Trinnvis svar: Han har 5 leikar. Han fekk to av mor si, og etter det hadde han 5 + 2 som liknar 7 med leikur. Og så fekk han to til frå pappa, og tilsamans hadde han 7 + 2 = 9 leker. Svaret er 9. 
nno_Latn;Spørsmål: Michael hadde 58 golfball. Han mista 23 golfball seinare på kvelden. På onsdag mistar han 2 til. Kor mange golfball hadde han i slutten av kvardagen? ;Trinnvis svar: Michael starta med 58 golfball og mista 23 så han hadde 58 - 23 = 35. Etter å ha mista 2 av dei, hadde han 35 - 2 = 33 bollar. Svaret er 33. 
nno_Latn;Spørsmål: Olivia har 23 dollar. Ho kjøpte fem baglar for 3 dollar kvar. Kor mange pengar har ho att? ;Trinnvis svar: 5 baglar for 3 dollar kvar burde kosta 5 * 3 = 15 dollar. Olivia hadde 23 dollar i byrjinga, så no har ho 23 - 15 = 8 dollar igjen. Svaret er åtte. 
nno_Latn;Spørsmål: Jason hadde 20 små pinneblomster. Han gav Denny nokre lollipopar. No har Jason 12 lollipopar. Kor mange lollipop har Jason gjeve til Denny? ;Trinnvis svar: Jason byrja med 20 slikkar, men no har han berre 12, så han gav Denny 20 - 12 = 8 slikkar. Svaret er åtte. 
nno_Latn;Spørsmål: Hvis det er tre biler på parkeringsplassen og to biler til kjem då til, kor mange biler er det på parkeringsplassen? ;Trinnvis svar: Trå einar bil er det i byrjinga, to til kjem etter, så det burde vera 3 pluss 2 som er 5 biler. Svaret er 5. 
pol_Latn;Pytanie: Roger ma 5 piłek tenisowych. Kupuje jeszcze 2 puszki piłek tenisowych. Każda puszka ma 3 piłki tenisowe. Ile ma teraz piłek tenisowych? ;Odpowiedź krok po kroku: Roger zaczął od 5 piłek. 2 puszki z 3 piłeczkami tenisowymi każda to 6 piłek tenisowych. 5 + 6 = 11. Odpowiedź brzmi 11. 
pol_Latn;Pytanie: W pokoju serwerowym było dziewięć komputerów. Każdego dnia, od poniedziałku do czwartku, instalowano kolejne pięć komputerów. Ile komputerów jest teraz w pokoju serwerowym? ;Odpowiedź krok po kroku: Od poniedziałku do czwartku są 4 dni. Każdego dnia dodawano 5 komputerów. To oznacza, że łącznie dodano 4 * 5 = 20 komputerów. Na początku było 9 komputerów, więc teraz jest 9 + 20 = 29 komputerów. Odpowiedź to 29. 
pol_Latn;Pytanie: Leah miała 32 czekoladki, a jej siostra 42. Jeśli zjadli 35, ile kawałków im zostało? ;Odpowiedź krok po kroku: Leah miała 32 czekoladki, a jej siostra 42. To znaczy, że pierwotnie było 32 + 42 = 74 czekoladki. 35 zostało zjedzonych. W sumie mają 74 - 35 = 39 czekoladek. Odpowiedź brzmi 39. 
pol_Latn;Pytanie: Shawn ma pięć zabawek. Na święta dostał po dwie zabawki od rodziców. Ile ma teraz zabawek? ;Odpowiedź krok po kroku: Ma 5 zabawek. Dostał 2 od mamy, więc po tym ma 5 + 2 = 7 zabawek. Potem dostał jeszcze 2 od taty, więc w sumie ma 7 + 2 = 9 zabawek. Odpowiedź brzmi 9. 
pol_Latn;Pytanie: Michael miał 58 piłek golfowych. We wtorek zgubił 23 piłki golfowe. W środę stracił jeszcze dwóch. Ile piłek golfowych miał pod koniec środy? ;Odpowiedź krok po kroku: Michael zaczął od 58 piłek golfowych i stracił 23, więc ma 58 - 23 = 35. Po stracie kolejnych dwóch, ma teraz 35 minus 2 = 33 piłki. Odpowiedź brzmi 33. 
pol_Latn;Pytanie: Olivia ma 23 dolary. Kupiła pięć bajglów za 3 dolary za każdy. Ile jej zostało? ;Odpowiedź krok po kroku: 5 bajglów za 3 dolary powinno kosztować 5 razy 3 = 15 dolarów. Olivia miała 23 dolary na początku, więc teraz ma 23 minus 15 = 8 dolarów. Odpowiedź to 8. 
pol_Latn;Pytanie: Jason miał 20 lizaków. Dał Denny'emu trochę lizaków. Teraz Jason ma 12 lizaków. Ile lizaków Jason dał Denny'emu? ;Odpowiedź krok po kroku: Jason zaczął od 20 lizaka, ale teraz ma tylko 12, więc dał Denny'emu 20 - 12 = 8 lizaka. Odpowiedź to 8. 
pol_Latn;Pytanie: Jeśli na parkingu są 3 samochody, a przyjeżdżają jeszcze 2 samochody, to ile samochodów jest na parkingu? ;Odpowiedź krok po kroku: Na początku było 3 samochody, przyjeżdżają kolejne 2, więc teraz powinno być 3 + 2 = 5 samochodów. Odpowiedź brzmi 5. 
por_Latn;Pergunta: Roger tem 5 bolas de ténis. Ele compra mais 2 latas de bolas de ténis. Cada lata tem 3 bolas de ténis. Quantas bolas de ténis ele tem agora? ;Resposta passo a passo: Roger começou com 5 bolas. 2 latas de 3 bolas de tênis cada uma é 6 bolas de tênis. 5 + 6 = 11. A resposta é 11. 
por_Latn;Pergunta: Havia nove computadores na sala de servidores. Instalaram-se mais cinco computadores por dia, de segunda a quinta-feira. Quantos computadores estão agora na sala de servidores? ;Resposta passo a passo: Há 4 dias de segunda a quinta-feira. 5 computadores foram adicionados a cada dia. Isso significa que no total foram adicionados 4 * 5 = 20 computadores. Havia 9 computadores no começo, então agora há 9 + 20 = 29 computadores. A resposta é 29. 
por_Latn;Pergunta: Leah tinha 32 chocolates e a irmã tinha 42. Se comeram 35, quantos pedaços lhes restam no total? ;Resposta passo a passo: Leah tinha 32 chocolates e a irmã de Leah tinha 42. Isso significa que originalmente havia 32 + 42 = 74 chocolates. 35 foram comidos. Então, no total eles ainda têm 74 - 35 = 39 chocolates. A resposta é 39. 
por_Latn;Pergunta: o Shawn tem cinco brinquedos. No Natal, ele recebeu dois brinquedos de cada um dos pais. Quantos brinquedos ele tem agora? ;Resposta passo a passo: Ele tem 5 brinquedos. Ele recebeu 2 da mãe, então depois disso ele tem 5 + 2 = 7 brinquedos. Depois ele recebeu mais 2 do pai, então no total ele tem 7 + 2 = 9 brinquedos. A resposta é 9. 
por_Latn;Pergunta: o Michael tinha 58 bolas de golfe. Na terça-feira, ele perdeu 23 bolas de golfe. Na quarta-feira, ele perdeu mais dois. Quantas bolas de golfe ele tinha no final da quarta-feira? ;Resposta passo a passo: Michael começou com 58 bolas de golfe e perdeu 23, então ele tem 58 - 23 = 35. Depois de perder mais duas, ele tem 35 - 2 = 33 bolas agora. A resposta é 33. 
por_Latn;Pergunta: a Olivia tem 23 dólares. Ela comprou cinco bagels por três dólares cada. Quanto dinheiro lhe resta? ;Resposta passo a passo: 5 bagels por US$ 3 cada um deve custar 5 * 3 = US$ 15. Olivia tinha $23 no começo, então agora ela tem 23 - 15 = 8 dólares restantes. A resposta é 8. 
por_Latn;Pergunta: o Jason tinha 20 pirulitos. Ele deu-lhe uns pirulitos. Agora o Jason tem 12 pirulitos. Quantos pirulitos o Jason deu ao Denny? ;Resposta passo a passo: Jason começou com 20 piruletas, mas agora só tem 12, então ele deu a Denny 20 - 12 = 8 piruletas. A resposta é 8. 
por_Latn;Pergunta: Se há 3 carros no estacionamento e 2 carros mais chegam, quantos carros estão no estacionamento? ;Resposta passo a passo: Há 3 carros no início, 2 mais chegam, então agora deve haver 3 + 2 = 5 carros. A resposta é 5. 
ron_Latn;Întrebare: Roger are 5 mingi de tenis. Cumpără încă două cutii de mingi de tenis. Fiecare cutie are 3 mingi de tenis. Câte mingi de tenis are acum? ;Răspuns pas cu pas: Roger a început cu 5 bile. 2 cutii cu 3 mingi de tenis fiecare face 6 mingi de tenis. 5 + 6 = 11. Răspunsul este 11. 
ron_Latn;Întrebare: Erau nouă computere în camera serverelor. Au mai fost instalate cinci computere în fiecare zi, de luni până joi. Câte computere sunt acum în camera serverului? ;Răspuns pas cu pas: Sunt 4 zile de luni până joi. 5 computere au fost adăugate în fiecare zi. Asta înseamnă că în total 4 * 5 = 20 de computere au fost adăugate. Au fost 9 computere la început, deci acum sunt 9 + 20 = 29 computere. Răspunsul este 29. 
ron_Latn;Întrebare: Leah a avut 32 de ciocolată iar sora ei a avut 42. Dacă au mâncat 35, câte bucăţi au mai rămas în total? ;Răspuns pas cu pas: Leah a avut 32 de ciocolată iar sora ei a avut 42. Asta înseamnă că la început erau 32 + 42 = 74 de ciocolată. 35 au fost mâncate. Deci, în total, ei au 74 minus 35 = 39 de ciocolată. Răspunsul este 39. 
ron_Latn;Întrebare: Shawn are cinci jucării. De Crăciun, a primit câte două jucării de la mama şi tata. Câte jucării are acum? ;Răspuns pas cu pas: Are 5 jucării. A primit 2 de la mama, deci după aceea are 5 + 2 = 7 jucării. Apoi a mai primit 2 de la tata, deci în total are 7 + 2 = 9 jucării. Răspunsul este 9. 
ron_Latn;Întrebare: Michael avea 58 de mingi de golf. Marţi, a pierdut 23 de mingi de golf. Miercuri, a mai pierdut 2 persoane. Câte mingi de golf a avut la sfârşitul zilei de miercuri? ;Răspuns pas cu pas: Michael a început cu 58 de mingi de golf şi a pierdut 23, deci are 58 - 23 = 35. După ce a pierdut încă două, acum are 35 - 2 = 33 de bile. Răspunsul este 33. 
ron_Latn;Întrebare: Olivia are 23 de dolari. A cumpărat cinci covrigi pentru 3 dolari fiecare. Câţi bani i-au mai rămas? ;Răspuns pas cu pas: 5 gogoşi de 3 dolari fiecare ar trebui să coste 5*3 = 15 dolari. Olivia avea 23 de dolari la început, deci acum îi mai rămân 23 - 15 = 8 dolari. Răspunsul este 8. 
ron_Latn;Întrebare: Jason a avut 20 de acadei. I-a dat lui Denny nişte acadei. Acum Jason are 12 sucuri. Câte lămâi i le-a dat Jason lui Denny? ;Răspuns pas cu pas: Jason a început cu 20 de acadei, dar acum are doar 12, aşa că i-a dat lui Denny 20 - 12 = 8 acadei. Răspunsul este 8. 
ron_Latn;Întrebare: Dacă sunt 3 maşini în parcare şi mai vin încă 2 maşini, câte maşini sunt în parcare? ;Răspuns pas cu pas: La început sunt 3 maşini, mai vin încă 2, deci acum ar trebui să fie 3 + 2 = 5 maşini. Răspunsul este 5. 
slv_Latn;Vprašanje: Roger ima pet teniskih žogic. Kupil je še dve ploščici teniskih žogic. V vsaki ploščici so tri teniške žoge. Koliko tenisovk ima zdaj? ;Odgovor korak za korakom: Roger je začel s petimi žogicami. 2 pločevinki s 3 teniski žogici vsaka je 6 teniski žogice. 5 plus 6 je 11. Odgovor je 11. 
slv_Latn;Vprašanje: V strežniški sobi je bilo devet računalnikov. Vsak dan, od ponedeljka do četrtka, je bilo nameščenih še pet računalnikov. Koliko računalnikov je v strežnik sobi? ;Odgovor korak za korakom: Od ponedeljka do četrtka je 4 dni. Vsak dan je bilo dodanih 5 računalnikov. To pomeni, da je bilo v celoti dodanih 4 * 5 = 20 računalnikov. Na začetku je bilo 9 računalnikov, zdaj je 9 + 20 = 29 računalnikov. Odgovor je 29. 
slv_Latn;Vprašanje: Leah je imela 32 čokoladnih bonbonov, njena sestra pa jih je imela 42. Če so pojedli 35, koliko kosov jim je ostalo? ;Odgovor korak za korakom: Leah je imela 32 čokoladnih bonbonov, Leahina sestra pa jih je imela 42. To pomeni, da je bilo prvotno 32 + 42 = 74 čokolad. 35 jih je bilo pojedenih. Torej imajo še vedno 74 minus 35 = 39 čokolad. Odgovor je 39. 
slv_Latn;Vprašanje: Shawn ima pet igrač. Za božič je dobil po dve igrači od svojih staršev. Koliko igrač ima zdaj? ;Odgovor korak za korakom: ima pet igrač. Mama mu je dala dve, potem ima 5 + 2 = 7 igrač. Nato je od očeta dobil še dve, tako da ima skupaj 7 + 2 = 9 igrač. Odgovor je 9. 
slv_Latn;Vprašanje: Michael je imel 58 žogic za golf. V torek je izgubil 23 žogic za golf. V sredo je izgubil še dva. Koliko žogic za golf je imel na koncu srede? ;Odgovor korak za korakom: Michael je začel s 58 golf kroglicami in jih izgubil 23, tako da ima 58 - 23 = 35. Po tem, ko je izgubil še 2 žogice, ima 35 - 2 = 33 žogic. Odgovor je 33. 
slv_Latn;Vprašanje: Olivia ima 23 dolarjev. Kupila je pet peciv za 3 $ vsak. Koliko denarja ji je ostalo? ;Odgovor korak za korakom: 5 peciv za 3 $ bi moralo vsak stane 5 * 3 = 15 dolarjev. Olivia je imela na začetku 23 dolarjev, zdaj ji je ostalo 23 minus 15 = 8 dolarjev. Odgovor je 8. 
slv_Latn;Vprašanje: Jason je imel 20 lizirk. Dennyju je dal nekaj lizirk. Jason ima 12 lizirk. Koliko lizirk je Jason dal Dennyju? ;Odgovor korak za korakom: Jason je začel s 20 lizirnicami, zdaj pa jih ima le 12, zato je Dennyju dal 20 - 12 = 8 lizirnic. Odgovor je 8. 
slv_Latn;Vprašanje: Če so na parkirišču trije avtomobili in pridejo še dva, koliko avtomobilov je na parkirišču? ;Odgovor korak za korakom: Na začetku je bilo 3 avtomobila, prišli so še dva, tako da bi zdaj moralo biti 3 + 2 = 5 avtomobilov. Odgovor je 5. 
srp_Cyrl;Питање: Роџер има 5 тенис лоптица. Купи још 2 конзерве тенис лоптица. Свака конзерва има три тениске лопте. Колико тенис лоптица сада има? ;Одговор: Роџер је почео са 5 лоптица. 2 конзерве са 3 тениске лопте свака је 6 тениских лопти. 5 + 6 је 11. Одговор је 11. 
srp_Cyrl;Питање: У просторији са сервером било је девет рачунара. У свакој ноћи, од понедељка до четвртка, инсталирано је још пет рачунара. Колико је рачунара сада у просторији са серверима? ;Одговор: Од понедељка до четвртка има 4 дана. Сваког дана је додавано 5 рачунара. То значи да је укупно додато 4 * 5 = 20 рачунара. У почетку је било 9 рачунара, тако да сада има 9 + 20 = 29 рачунара. Одговор је 29. 
srp_Cyrl;Питање: Лија је имала 32 чоколаде, а њена сестра 42. Ако су појели 35, колико је парчића остало укупно? ;Одговор: Лија је имала 32 чоколаде, а Лијина сестра 42. То значи да је првобитно било 32 + 42 = 74 чоколаде. 35 је поједено. Дакле, укупно, они још увек имају 74 - 35 = 39 чоколаде. Одговор је 39. 
srp_Cyrl;Питање: За Божић је добио по две играчке од своје маме и оца. Колико играчака сада има? ;Одговор: Има пет играчака. Добио је 2 од мајке, тако да после тога има 5 + 2 = 7 играчака. Онда је добио још 2 од тате, тако да укупно има 7 + 2 = 9 играчака. Одговор је 9. 
srp_Cyrl;Питање: Мајкл је имао 58 лоптица за голф. У уторак је изгубио 23 лопте за голф. У среду је изгубио још два. Колико је лоптица за голф имао на крају среде? ;Одговор: Мајкл је почео са 58 лоптица за голф и изгубио 23, тако да има 58 - 23 = 35. Након што је изгубио још два, сада има 35 - 2 = 33 куглице. Одговор је 33. 
srp_Cyrl;Питање: Оливија има 23 долара. Купила је пет песаца по три долара. Колико јој је новца остало? ;Одговор: 5 бегела по 3 долара би требало да кошта 5 * 3 = 15 долара. Оливија је имала 23 долара на почетку, тако да јој је сада остало 23 - 15 = 8 долара. Одговор је 8. 
srp_Cyrl;Питање: Јасон је имао 20 лебдица. Дао је Деннију леђа. Сада Џејсон има 12 лебдица. Колико је леђа Џејсон дао Денију? ;Одговор: Јасон је почео са 20 леђа, али сада има само 12, па је дао Денију 20 - 12 = 8 леђа. Одговор је 8. 
